VideoAnalysis: Time (s),VideoAnalysis: X,X (Correct Origin),X (cm),X Absolute Value,X (m),VideoAnalysis: Y,Y (Correct Origin),Y (cm),Y Absolute Value,Y (m),VideoAnalysis: X Velocity,VideoAnalysis: Y Velocity,,,,,,,,,,,,,
6.767366667,520.8190344,28.18096558,2.818096558,2.818096558,0.028180966,437.310991,-244.310991,-24.4310991,24.4310991,0.244310991,-188.8156151,-117.0795519,,,,,,,,,,,,,
6.834011111,509.4152651,39.58473486,3.958473486,3.958473486,0.039584735,419.4074227,-226.4074227,-22.64074227,22.64074227,0.226407423,-139.1401858,-206.070059,,,,,,,,,,,,,
6.900655556,500.6362654,48.36373463,4.836373463,4.836373463,0.048363735,401.9542586,-208.9542586,-20.89542586,20.89542586,0.208954259,-61.34131695,-162.8132239,,,,,,,,,,,,,
6.9673,500.4071805,48.59281954,4.859281954,4.859281954,0.04859282,391.2688064,-198.2688064,-19.82688064,19.82688064,0.198268806,31.43861826,-12.81752662,,,,,,,,,,,,,
7.033944444,504.8335669,44.1664331,4.41664331,4.41664331,0.044166433,399.3061923,-206.3061923,-20.63061923,20.63061923,0.206306192,122.0240782,150.162489,,,,,,,,,,,,,
7.100588889,517.7089155,31.29108447,3.129108447,3.129108447,0.031291084,417.9707885,-224.9707885,-22.49707885,22.49707885,0.224970788,192.6743526,206.5941584,,,,,,,,,,,,,
7.167222222,533.5895476,15.41045242,1.541045242,1.541045242,0.015410452,434.7017527,-241.7017527,-24.17017527,24.17017527,0.241701753,215.9281675,132.1263358,,,,,,,,,,,,,
7.233866667,547.5947896,1.405210413,0.140521041,0.140521041,0.00140521,441.1122474,-248.1122474,-24.81122474,24.81122474,0.248112247,215.6049682,-32.01510541,,,,,,,,,,,,,
7.300511111,562.5047229,-13.50472286,-1.350472286,1.350472286,0.013504723,429.4910416,-236.4910416,-23.64910416,23.64910416,0.236491042,202.5059252,-178.2686663,,,,,,,,,,,,,
7.367155556,576.4439574,-27.44395735,-2.744395735,2.744395735,0.027443957,409.4169908,-216.4169908,-21.64169908,21.64169908,0.216416991,157.5872342,-198.3620854,,,,,,,,,,,,,
7.4338,585.661713,-36.66171297,-3.666171297,3.666171297,0.036661713,395.0545317,-202.0545317,-20.20545317,20.20545317,0.202054532,77.93454433,-86.66064314,,,,,,,,,,,,,
7.500444444,587.7001804,-38.70018041,-3.870018041,3.870018041,0.03870018,394.4682296,-201.4682296,-20.14682296,20.14682296,0.20146823,-16.99963355,81.62050506,,,,,,,,,,,,,
7.567088889,582.9437564,-33.94375639,-3.394375639,3.394375639,0.033943756,408.6520802,-215.6520802,-21.56520802,21.56520802,0.21565208,-104.7556934,201.8165984,,,,,,,,,,,,,
7.633722222,571.9515634,-22.95156339,-2.295156339,2.295156339,0.022951563,430.2520695,-237.2520695,-23.72520695,23.72520695,0.237252069,-164.1000065,179.661193,,,,,,,,,,,,,
7.700366667,559.658634,-10.65863403,-1.065863403,1.065863403,0.010658634,440.4288755,-247.4288755,-24.74288755,24.74288755,0.247428875,-196.9965152,32.45046639,,,,,,,,,,,,,
7.767011111,544.876833,4.123166999,0.4123167,0.4123167,0.004123167,435.4045386,-242.4045386,-24.24045386,24.24045386,0.242404539,-210.9409437,-132.3165897,,,,,,,,,,,,,
7.833655556,530.0134933,18.98650673,1.898650673,1.898650673,0.018986507,417.2680026,-224.2680026,-22.42680026,22.42680026,0.224268003,-196.7024201,-208.5905561,,,,,,,,,,,,,
7.9003,517.5380725,31.46192746,3.146192746,3.146192746,0.031461927,400.1021653,-207.1021653,-20.71021653,20.71021653,0.207102165,-159.0804694,-156.3901756,,,,,,,,,,,,,
7.966944444,506.9030967,42.0969033,4.20969033,4.20969033,0.042096903,390.0962023,-197.0962023,-19.70962023,19.70962023,0.197096202,-89.49505717,-0.357944652,,,,,,,,,,,,,
8.033577778,504.3404519,44.65954808,4.465954808,4.465954808,0.044659548,398.5218677,-205.5218677,-20.55218677,20.55218677,0.205521868,-0.658572959,174.5450474,,,,,,,,,,,,,
8.100222222,507.6019998,41.39800018,4.139800018,4.139800018,0.041398,420.4169494,-227.4169494,-22.74169494,22.74169494,0.227416949,77.49531912,235.2528561,,,,,,,,,,,,,
8.166866667,516.1868598,32.81314016,3.281314016,3.281314016,0.03281314,439.3222789,-246.3222789,-24.63222789,24.63222789,0.246322279,130.766468,143.0674407,,,,,,,,,,,,,
8.233511111,526.1967057,22.80329434,2.280329434,2.280329434,0.022803294,445.4609779,-252.4609779,-25.24609779,25.24609779,0.252460978,161.9260862,-46.22066885,,,,,,,,,,,,,
8.300155556,538.963336,10.03666397,1.003666397,1.003666397,0.010036664,431.2150026,-238.2150026,-23.82150026,23.82150026,0.238215003,171.8005139,-205.3457153,,,,,,,,,,,,,
8.3668,549.4158205,-0.4158205,-0.04158205,0.04158205,0.00041582,409.8673951,-216.8673951,-21.68673951,21.68673951,0.216867395,170.6360176,-230.7360617,,,,,,,,,,,,,
8.433444444,562.4037702,-13.40377019,-1.340377019,1.340377019,0.01340377,392.243388,-199.243388,-19.9243388,19.9243388,0.199243388,153.2402362,-116.3720669,,,,,,,,,,,,,
8.500077778,572.1612343,-23.16123433,-2.316123433,2.316123433,0.023161234,389.3312917,-196.3312917,-19.63312917,19.63312917,0.196331292,100.7125984,78.65960952,,,,,,,,,,,,,
8.566722222,576.7118702,-27.71187021,-2.771187021,2.771187021,0.02771187,404.8818861,-211.8818861,-21.18818861,21.18818861,0.211881886,32.73062702,233.6522086,,,,,,,,,,,,,
8.633366667,575.8731865,-26.87318647,-2.687318647,2.687318647,0.026873186,430.1045232,-237.1045232,-23.71045232,23.71045232,0.237104523,-27.16763075,234.6010391,,,,,,,,,,,,,
8.700011111,572.43303,-23.43302999,-2.343302999,2.343302999,0.02343303,445.4648607,-252.4648607,-25.24648607,25.24648607,0.252464861,-74.90656122,82.67782753,,,,,,,,,,,,,
8.766655556,564.4461204,-15.44612042,-1.544612042,1.544612042,0.01544612,443.8146728,-250.8146728,-25.08146728,25.08146728,0.250814673,-99.97021559,-117.2301019,,,,,,,,,,,,,
8.8333,558.8781922,-9.878192214,-0.987819221,0.987819221,0.009878192,426.4003367,-233.4003367,-23.34003367,23.34003367,0.233400337,-118.6304618,-255.2845478,,,,,,,,,,,,,
8.899933333,548.7906905,0.209309515,0.020930951,0.020930951,0.00020931,399.7449482,-206.7449482,-20.67449482,20.67449482,0.206744948,-135.3995682,-229.1057236,,,,,,,,,,,,,
8.966577778,540.1087606,8.89123941,0.889123941,0.889123941,0.008891239,386.2871803,-193.2871803,-19.32871803,19.32871803,0.19328718,-138.1870122,-48.91117101,,,,,,,,,,,,,
9.033222222,529.1437472,19.85625284,1.985625284,1.985625284,0.019856253,391.8279289,-198.8279289,-19.88279289,19.88279289,0.198827929,-120.2891108,157.5243839,,,,,,,,,,,,,
9.099866667,522.4342772,26.56572281,2.656572281,2.656572281,0.026565723,412.8105538,-219.8105538,-21.98105538,21.98105538,0.219810554,-76.80173643,270.236002,,,,,,,,,,,,,
9.166511111,519.0678938,29.93210618,2.993210618,2.993210618,0.029932106,438.4913607,-245.4913607,-24.54913607,24.54913607,0.245491361,-32.85844584,209.1497244,,,,,,,,,,,,,
9.233155556,518.5204197,30.47958029,3.047958029,3.047958029,0.03047958,449.382601,-256.382601,-25.6382601,25.6382601,0.256382601,6.12268339,8.95485465,,,,,,,,,,,,,
9.299788889,519.9764679,29.02353212,2.902353212,2.902353212,0.029023532,438.8369295,-245.8369295,-24.58369295,24.58369295,0.245836929,42.68220911,-183.2314027,,,,,,,,,,,,,
9.366433333,524.0029264,24.99707358,2.499707358,2.499707358,0.024997074,417.8970154,-224.8970154,-22.48970154,22.48970154,0.224897015,80.36327814,-259.8962674,,,,,,,,,,,,,
9.433077778,530.9492469,18.0507531,1.80507531,1.80507531,0.018050753,394.9419306,-201.9419306,-20.19419306,20.19419306,0.201941931,112.6131753,-179.7009769,,,,,,,,,,,,,
9.499722222,539.8447305,9.155269478,0.915526948,0.915526948,0.009155269,387.2501135,-194.2501135,-19.42501135,19.42501135,0.194250113,130.610612,11.54222025,,,,,,,,,,,,,
9.566366667,549.1440248,-0.144024841,-0.014402484,0.014402484,0.000144025,396.4096272,-203.4096272,-20.34096272,20.34096272,0.203409627,133.8495256,200.1248292,,,,,,,,,,,,,
9.633011111,558.6219277,-9.621927736,-0.962192774,0.962192774,0.009621928,421.3488202,-228.3488202,-22.83488202,22.83488202,0.22834882,120.3345097,264.8919995,,,,,,,,,,,,,
9.699655556,565.7274428,-16.72744281,-1.672744281,1.672744281,0.016727443,442.9643407,-249.9643407,-24.99643407,24.99643407,0.249964341,95.90079493,149.667359,,,,,,,,,,,,,
9.766288889,571.8040172,-22.80401718,-2.280401718,2.280401718,0.022804017,447.0801035,-254.0801035,-25.40801035,25.40801035,0.254080104,62.55388859,-60.76432199,,,,,,,,,,,,,
9.832933333,574.5219738,-25.52197376,-2.552197376,2.552197376,0.025521974,431.9799133,-238.9799133,-23.89799133,23.89799133,0.238979913,19.96612968,-226.7433742,,,,,,,,,,,,,
9.899577778,575.143221,-26.14322098,-2.614322098,2.614322098,0.026143221,408.0153018,-215.0153018,-21.50153018,21.50153018,0.215015302,-33.52796409,-247.3085281,,,,,,,,,,,,,
9.966222222,570.499398,-21.49939802,-2.149939802,2.149939802,0.021499398,389.494369,-196.494369,-19.6494369,19.6494369,0.196494369,-92.85603015,-110.9476136,,,,,,,,,,,,,
10.03286667,562.1552713,-13.1552713,-1.31552713,1.31552713,0.013155271,389.3468228,-196.3468228,-19.63468228,19.63468228,0.196346823,-141.3558361,90.07813404,,,,,,,,,,,,,
10.09951111,550.4369956,-1.436995617,-0.143699562,0.143699562,0.001436996,405.1925097,-212.1925097,-21.21925097,21.21925097,0.21219251,-168.9311372,230.2822999,,,,,,,,,,,,,
10.16614444,538.1712458,10.82875418,1.082875418,1.082875418,0.010828754,429.2736051,-236.2736051,-23.62736051,23.62736051,0.236273605,-170.5219869,220.4596589,,,,,,,,,,,,,
10.23278889,526.8645464,22.13545357,2.213545357,2.213545357,0.022135454,443.034231,-250.034231,-25.0034231,25.0034231,0.250034231,-154.5603936,71.89242451,,,,,,,,,,,,,
10.29943333,516.6294985,32.37050152,3.237050152,3.237050152,0.032370502,440.5104142,-247.5104142,-24.75104142,24.75104142,0.247510414,-120.2697074,-108.4536589,,,,,,,,,,,,,
10.36607778,510.137465,38.86253496,3.886253496,3.886253496,0.038862535,424.3191585,-231.3191585,-23.13191585,23.13191585,0.231319159,-70.57067528,-216.8244591,,,,,,,,,,,,,
10.43272222,506.1148893,42.88511071,4.288511071,4.288511071,0.042885111,403.3171197,-210.3171197,-21.03171197,21.03171197,0.21031712,-1.943614487,-186.7975148,,,,,,,,,,,,,
10.49936667,508.5998782,40.40012183,4.040012183,4.040012183,0.040400122,391.295986,-198.295986,-19.8295986,19.8295986,0.198295986,84.19879208,-27.78950396,,,,,,,,,,,,,
10.56601111,518.2835692,30.7164308,3.071643079,3.071643079,0.030716431,399.0227483,-206.0227483,-20.60227483,20.60227483,0.206022748,154.759915,143.4524881,,,,,,,,,,,,,
10.63264444,531.0773791,17.92262087,1.792262087,1.792262087,0.017922621,416.5419199,-223.5419199,-22.35419199,22.35419199,0.22354192,195.3689085,215.9813071,,,,,,,,,,,,,
10.69928889,546.297936,2.702063984,0.270206398,0.270206398,0.002702064,435.8199977,-242.8199977,-24.28199977,24.28199977,0.242819998,202.691704,153.3410256,,,,,,,,,,,,,
10.76593333,558.5675686,-9.567568604,-0.95675686,0.95675686,0.009567569,443.7447825,-250.7447825,-25.07447825,25.07447825,0.250744783,194.3525644,-17.02367821,,,,,,,,,,,,,
10.83257778,572.7824815,-23.78248155,-2.378248155,2.378248155,0.023782482,432.9428465,-239.9428465,-23.99428465,23.99428465,0.239942846,169.8745447,-176.1194581,,,,,,,,,,,,,
10.89922222,583.9804627,-34.98046268,-3.498046268,3.498046268,0.034980463,412.6008828,-219.6008828,-21.96008828,21.96008828,0.219600883,103.007872,-213.1245505,,,,,,,,,,,,,
10.96586667,587.5021579,-38.50215786,-3.850215786,3.850215786,0.038502158,395.8970982,-202.8970982,-20.28970982,20.28970982,0.202897098,17.1315021,-109.096866,,,,,,,,,,,,,
11.0325,586.3101398,-37.31013976,-3.731013976,3.731013976,0.03731014,394.0605361,-201.0605361,-20.10605361,20.10605361,0.201060536,-71.31625849,61.29519473,,,,,,,,,,,,,
11.09914444,577.7252797,-28.72527974,-2.872527974,2.872527974,0.02872528,406.9630643,-213.9630643,-21.39630643,21.39630643,0.213963064,-151.0450524,185.3900708,,,,,,,,,,,,,
11.16578889,563.8714667,-14.87146674,-1.487146674,1.487146674,0.014871467,426.8196786,-233.8196786,-23.38196786,23.38196786,0.233819679,-194.5532106,179.7721551,,,,,,,,,,,,,
11.23243333,550.0098882,-1.009888154,-0.100988815,0.100988815,0.001009888,437.7419812,-244.7419812,-24.47419812,24.47419812,0.244741981,-206.9629859,60.69873831,,,,,,,,,,,,,
11.29907778,536.0240601,12.97593988,1.297593988,1.297593988,0.01297594,437.0158986,-244.0158986,-24.40158986,24.40158986,0.244015899,-206.7553712,-94.77795167,,,,,,,,,,,,,
11.36572222,521.0287054,27.97129464,2.797129464,2.797129464,0.027971295,421.3294063,-228.3294063,-22.83294063,22.83294063,0.228329406,-179.8542138,-187.4556311,,,,,,,,,,,,,
11.43235556,510.4830338,38.5169662,3.85169662,3.85169662,0.038516966,404.8236442,-211.8236442,-21.18236442,21.18236442,0.211823644,-124.3553498,-158.2454675,,,,,,,,,,,,,
11.499,502.6824984,46.3175016,4.63175016,4.63175016,0.046317502,393.2762115,-200.2762115,-20.02762115,20.02762115,0.200276211,-39.86593879,-17.4347212,,,,,,,,,,,,,
11.56564444,504.243382,44.75661796,4.475661796,4.475661796,0.044756618,400.2341804,-207.2341804,-20.72341804,20.72341804,0.20723418,58.625682,153.6030491,,,,,,,,,,,,,
11.63228889,512.1332217,36.86677827,3.686677827,3.686677827,0.036866778,420.9294784,-227.9294784,-22.79294784,22.79294784,0.227929478,132.6044448,213.3287782,,,,,,,,,,,,,
11.69893333,523.2224846,25.7775154,2.57775154,2.57775154,0.025777515,437.6915049,-244.6915049,-24.46915049,24.46915049,0.244691505,182.030195,128.4211777,,,,,,,,,,,,,
11.76557778,538.4080963,10.59190367,1.059190367,1.059190367,0.010591904,442.370273,-249.370273,-24.9370273,24.9370273,0.249370273,197.6988491,-32.764407,,,,,,,,,,,,,
11.83222222,550.638901,-1.638900963,-0.163890096,0.163890096,0.001638901,432.2439434,-239.2439434,-23.92439434,23.92439434,0.239243943,191.8661646,-175.6633403,,,,,,,,,,,,,
11.89885556,563.7472173,-14.7472173,-1.47472173,1.47472173,0.014747217,412.3873291,-219.3873291,-21.93873291,21.93873291,0.219387329,179.15194,-207.7854122,,,,,,,,,,,,,
11.9655,576.9642519,-27.9642519,-2.79642519,2.79642519,0.027964252,396.2814949,-203.2814949,-20.32814949,20.32814949,0.203281495,128.2061766,-104.86045,,,,,,,,,,,,,
12.03214444,583.1534273,-34.15342732,-3.415342732,3.415342732,0.034153427,393.5829523,-200.5829523,-20.05829523,20.05829523,0.200582952,43.8936771,73.87713009,,,,,,,,,,,,,
12.09878889,581.852691,-32.85269096,-3.285269096,3.285269096,0.032852691,409.2306167,-216.2306167,-21.62306167,21.62306167,0.216230617,-31.20386649,202.6203303,,,,,,,,,,,,,
12.16543333,577.6981002,-28.69810017,-2.869810017,2.869810017,0.0286981,429.0716997,-236.0716997,-23.60716997,23.60716997,0.2360717,-87.09909958,194.1262515,,,,,,,,,,,,,
12.23207778,570.0994701,-21.09947012,-2.109947012,2.109947012,0.02109947,442.8944504,-249.8944504,-24.98944504,24.98944504,0.24989445,-135.3381253,56.84434606,,,,,,,,,,,,,
12.29871111,558.5753342,-9.575334194,-0.957533419,0.957533419,0.009575334,439.2756853,-246.2756853,-24.62756853,24.62756853,0.246275685,-163.7956208,-123.2326615,,,,,,,,,,,,,
12.36535556,547.5132509,1.48674911,0.148674911,0.148674911,0.001486749,421.9700675,-228.9700675,-22.89700675,22.89700675,0.228970067,-176.8440935,-228.6465987,,,,,,,,,,,,,
12.432,533.5934304,15.40656963,1.540656963,1.540656963,0.01540657,399.90026,-206.90026,-20.690026,20.690026,0.20690026,-163.5402353,-187.7426329,,,,,,,,,,,,,
12.49864444,524.4882758,24.51172419,2.451172419,2.451172419,0.024511724,389.4244787,-196.4244787,-19.64244787,19.64244787,0.196424479,-126.3434351,-22.93554593,,,,,,,,,,,,,
12.56528889,515.0919116,33.90808839,3.390808839,3.390808839,0.033908088,395.2991478,-202.2991478,-20.22991478,20.22991478,0.202299148,-63.76489957,165.4953588,,,,,,,,,,,,,
12.63193333,515.4103008,33.58969919,3.358969919,3.358969919,0.033589699,417.3029477,-224.3029477,-22.43029477,22.43029477,0.224302948,6.692772863,256.3349644,,,,,,,,,,,,,
12.69856667,518.2758036,30.72419639,3.072419639,3.072419639,0.030724196,439.660082,-246.660082,-24.6660082,24.6660082,0.246660082,46.19445694,181.8702993,,,,,,,,,,,,,
12.76521111,522.1857783,26.8142217,2.68142217,2.68142217,0.026814222,448.8351269,-255.8351269,-25.58351269,25.58351269,0.255835127,75.24921044,-10.66676767,,,,,,,,,,,,,
12.83185556,527.9012527,21.09874728,2.109874728,2.109874728,0.021098747,437.3769985,-244.3769985,-24.43769985,24.43769985,0.244376999,105.3078655,-191.9407204,,,,,,,,,,,,,
12.8985,535.9036935,13.09630653,1.309630653,1.309630653,0.013096307,415.7148845,-222.7148845,-22.27148845,22.27148845,0.222714885,136.0175887,-249.5333504,,,,,,,,,,,,,
12.96514444,547.5171337,1.482866315,0.148286632,0.148286632,0.001482866,395.0195865,-202.0195865,-20.20195865,20.20195865,0.202019587,143.7927972,-155.2619255,,,,,,,,,,,,,
13.03178889,556.8785527,-7.878552726,-0.787855273,0.787855273,0.007878553,388.8032315,-195.8032315,-19.58032315,19.58032315,0.195803232,123.004947,40.21215786,,,,,,,,,,,,,
13.09843333,563.9879506,-14.9879506,-1.49879506,1.49879506,0.014987951,402.2920618,-209.2920618,-20.92920618,20.92920618,0.209292062,95.78912607,205.1423424,,,,,,,,,,,,,
13.16506667,570.1382981,-21.13829807,-2.113829807,2.113829807,0.021138298,423.7910984,-230.7910984,-23.07910984,23.07910984,0.230791098,59.54185609,241.9984736,,,,,,,,,,,,,
13.23171111,572.0680472,-23.06804725,-2.306804725,2.306804725,0.023068047,444.17189,-251.17189,-25.117189,25.117189,0.25117189,20.51487569,121.0152281,,,,,,,,,,,,,
13.29835556,572.716474,-23.71647403,-2.371647403,2.371647403,0.023716474,445.5114543,-252.5114543,-25.25114543,25.25114543,0.252511454,-16.89747955,-87.35494038,,,,,,,,,,,,,
13.365,570.1266497,-21.12664969,-2.112664969,2.112664969,0.02112665,428.5397568,-235.5397568,-23.55397568,23.55397568,0.235539757,-54.73847782,-236.8741307,,,,,,,,,,,,,
13.43164444,564.4771828,-15.47718278,-1.547718278,1.547718278,0.015477183,404.9129485,-211.9129485,-21.19129485,21.19129485,0.211912948,-79.40374287,-270.7849861,,,,,,,,,,,,,
13.49828889,557.9036106,-8.903610638,-0.890361064,0.890361064,0.008903611,390.0340776,-197.0340776,-19.70340776,19.70340776,0.197034078,-92.23418624,-254.171601,,,,,,,,,,,,,